ENSEMBL_ID	length
"ENSG00000185009"	5912
"ENSG00000185010"	10956
"ENSG00000185013"	3987
"ENSG00000185015"	5597
"ENSG00000185019"	4738
"ENSG00000185022"	5611
"ENSG00000185024"	13167
"ENSG00000185028"	2570
"ENSG00000185031"	1480
"ENSG00000185033"	7006
"ENSG00000185037"	1641
"ENSG00000185038"	5730
"ENSG00000185040"	3611
"ENSG00000185043"	1472
"ENSG00000185046"	11053
"ENSG00000185049"	5935
"ENSG00000185052"	3933
"ENSG00000185053"	7345
"ENSG00000185055"	2578
"ENSG00000185056"	2747
"ENSG00000185065"	2097
"ENSG00000185069"	2529
"ENSG00000185070"	34901
"ENSG00000185074"	886
"ENSG00000185078"	571
"ENSG00000185085"	3285
"ENSG00000185088"	8825
"ENSG00000185090"	3018
"ENSG00000185100"	5775
"ENSG00000185101"	6207
"ENSG00000185104"	7549
"ENSG00000185105"	2452
"ENSG00000185112"	2494
"ENSG00000185115"	4838
"ENSG00000185122"	5305
"ENSG00000185127"	2667
"ENSG00000185129"	12304
"ENSG00000185130"	488
"ENSG00000185133"	4823
"ENSG00000185149"	3621
"ENSG00000185155"	2029
"ENSG00000185156"	2188
"ENSG00000185158"	6281
"ENSG00000185163"	6349
"ENSG00000185164"	6801
"ENSG00000185168"	2197
"ENSG00000185176"	3303
"ENSG00000185177"	2075
"ENSG00000185182"	2837
"ENSG00000185186"	3368
"ENSG00000185187"	3496
"ENSG00000185189"	4934
"ENSG00000185198"	1090
"ENSG00000185201"	1543
"ENSG00000185203"	1054
"ENSG00000185215"	5033
"ENSG00000185219"	18886
"ENSG00000185220"	3651
"ENSG00000185221"	983
"ENSG00000185222"	1974
"ENSG00000185231"	3734
"ENSG00000185236"	2309
"ENSG00000185238"	5483
"ENSG00000185245"	2514
"ENSG00000185246"	4932
"ENSG00000185247"	3467
"ENSG00000185250"	4481
"ENSG00000185252"	6251
"ENSG00000185261"	10403
"ENSG00000185262"	1650
"ENSG00000185264"	1164
"ENSG00000185267"	1703
"ENSG00000185269"	2913
"ENSG00000185271"	5501
"ENSG00000185272"	2360
"ENSG00000185274"	4895
"ENSG00000185275"	243
"ENSG00000185278"	19464
"ENSG00000185290"	620
"ENSG00000185291"	1710
"ENSG00000185294"	2238
"ENSG00000185296"	580
"ENSG00000185298"	2389
"ENSG00000185303"	2690
"ENSG00000185304"	7018
"ENSG00000185305"	3800
"ENSG00000185306"	5504
"ENSG00000185313"	6734
"ENSG00000185319"	245
"ENSG00000185324"	6779
"ENSG00000185332"	3794
"ENSG00000185338"	1796
"ENSG00000185339"	3122
"ENSG00000185340"	4481
"ENSG00000185344"	13694
"ENSG00000185345"	5689
"ENSG00000185347"	6698
"ENSG00000185352"	7806
"ENSG00000185359"	8205
"ENSG00000185361"	6669
"ENSG00000185372"	2785
"ENSG00000185379"	11304
"ENSG00000185385"	3757
"ENSG00000185386"	2688
"ENSG00000185390"	296
"ENSG00000185404"	5650
"ENSG00000185414"	4760
"ENSG00000185418"	4455
"ENSG00000185420"	5866
"ENSG00000185432"	4076
"ENSG00000185433"	4130
"ENSG00000185436"	4940
"ENSG00000185437"	1495
"ENSG00000185442"	4469
"ENSG00000185448"	2559
"ENSG00000185453"	3763
"ENSG00000185467"	1725
"ENSG00000185475"	1504
"ENSG00000185477"	14998
"ENSG00000185479"	2302
"ENSG00000185480"	4745
"ENSG00000185482"	2091
"ENSG00000185483"	6720
"ENSG00000185485"	3353
"ENSG00000185495"	4349
"ENSG00000185499"	4717
"ENSG00000185504"	5353
"ENSG00000185507"	2612
"ENSG00000185513"	15550
"ENSG00000185515"	3182
"ENSG00000185518"	12454
"ENSG00000185519"	1720
"ENSG00000185522"	2898
"ENSG00000185523"	506
"ENSG00000185527"	1095
"ENSG00000185532"	12834
"ENSG00000185551"	6476
"ENSG00000185559"	5247
"ENSG00000185561"	5884
"ENSG00000185565"	10286
"ENSG00000185567"	18788
"ENSG00000185585"	6771
"ENSG00000185591"	8083
"ENSG00000185594"	1491
"ENSG00000185596"	2351
"ENSG00000185607"	1124
"ENSG00000185608"	1965
"ENSG00000185610"	2806
"ENSG00000185614"	1040
"ENSG00000185615"	2248
"ENSG00000185619"	7425
"ENSG00000185621"	8692
"ENSG00000185624"	5231
"ENSG00000185627"	4347
"ENSG00000185630"	21249
"ENSG00000185631"	415
"ENSG00000185633"	2806
"ENSG00000185634"	6532
"ENSG00000185638"	551
"ENSG00000185640"	2542
"ENSG00000185641"	373
"ENSG00000185650"	5160
"ENSG00000185651"	3838
"ENSG00000185652"	2923
"ENSG00000185658"	19794
"ENSG00000185662"	1647
"ENSG00000185664"	3901
"ENSG00000185666"	5444
"ENSG00000185668"	2184
"ENSG00000185669"	1740
"ENSG00000185670"	3320
"ENSG00000185674"	1206
"ENSG00000185681"	868
"ENSG00000185684"	12817
"ENSG00000185686"	3806
"ENSG00000185689"	3322
"ENSG00000185697"	7239
"ENSG00000185700"	708
"ENSG00000185701"	936
"ENSG00000185710"	6290
"ENSG00000185716"	6231
"ENSG00000185721"	2279
"ENSG00000185722"	14224
"ENSG00000185728"	6163
"ENSG00000185730"	4012
"ENSG00000185736"	10567
"ENSG00000185737"	5192
"ENSG00000185739"	5702
"ENSG00000185742"	5884
"ENSG00000185745"	4614
"ENSG00000185753"	6050
"ENSG00000185758"	663
"ENSG00000185760"	7570
"ENSG00000185761"	3621
"ENSG00000185774"	4239
"ENSG00000185775"	4307
"ENSG00000185787"	6584
"ENSG00000185792"	3599
"ENSG00000185798"	1797
"ENSG00000185800"	5701
"ENSG00000185803"	3063
"ENSG00000185808"	7923
"ENSG00000185811"	10921
"ENSG00000185813"	6897
"ENSG00000185818"	5871
"ENSG00000185821"	939
"ENSG00000185823"	7526
"ENSG00000185825"	3533
"ENSG00000185829"	5211
"ENSG00000185834"	497
"ENSG00000185837"	631
"ENSG00000185838"	6989
"ENSG00000185839"	690
"ENSG00000185842"	19693
"ENSG00000185847"	5646
"ENSG00000185860"	4316
"ENSG00000185862"	2061
"ENSG00000185863"	1139
"ENSG00000185864"	7773
"ENSG00000185869"	7742
"ENSG00000185873"	3378
"ENSG00000185875"	3834
"ENSG00000185880"	9265
"ENSG00000185883"	1416
"ENSG00000185885"	936
"ENSG00000185888"	1267
"ENSG00000185894"	1436
"ENSG00000185896"	5741
"ENSG00000185897"	1855
"ENSG00000185899"	957
"ENSG00000185900"	1877
"ENSG00000185903"	923
"ENSG00000185904"	8423
"ENSG00000185905"	2569
"ENSG00000185909"	2171
"ENSG00000185915"	3641
"ENSG00000185917"	7312
"ENSG00000185920"	16591
"ENSG00000185924"	3614
"ENSG00000185926"	930
"ENSG00000185933"	3053
"ENSG00000185940"	933
"ENSG00000185942"	2924
"ENSG00000185946"	6867
"ENSG00000185947"	6284
"ENSG00000185950"	8156
"ENSG00000185955"	1175
"ENSG00000185958"	8296
"ENSG00000185960"	4384
"ENSG00000185962"	270
"ENSG00000185963"	6448
"ENSG00000185966"	611
"ENSG00000185972"	1941
"ENSG00000185973"	5042
"ENSG00000185974"	4878
"ENSG00000185982"	373
"ENSG00000185985"	11881
"ENSG00000185986"	3075
"ENSG00000185988"	3073
"ENSG00000185989"	4775
"ENSG00000186001"	12639
"ENSG00000186007"	1041
"ENSG00000186008"	750
"ENSG00000186009"	1488
"ENSG00000186010"	2708
"ENSG00000186017"	6481
"ENSG00000186019"	5982
"ENSG00000186020"	8177
"ENSG00000186026"	4336
"ENSG00000186038"	2523
"ENSG00000186047"	7505
"ENSG00000186049"	2652
"ENSG00000186051"	656
"ENSG00000186056"	4024
"ENSG00000186063"	4232
"ENSG00000186073"	9278
"ENSG00000186074"	2161
"ENSG00000186075"	2295
"ENSG00000186076"	765
"ENSG00000186081"	4133
"ENSG00000186082"	1250
"ENSG00000186086"	2586
"ENSG00000186088"	8950
"ENSG00000186090"	2068
"ENSG00000186092"	2618
"ENSG00000186094"	7504
"ENSG00000186103"	5079
"ENSG00000186104"	4516
"ENSG00000186105"	2163
"ENSG00000186106"	5820
"ENSG00000186111"	6963
"ENSG00000186113"	945
"ENSG00000186115"	3099
"ENSG00000186118"	1490
"ENSG00000186119"	991
"ENSG00000186124"	3163
"ENSG00000186130"	4099
"ENSG00000186132"	1554
"ENSG00000186136"	945
"ENSG00000186141"	4690
"ENSG00000186143"	2008
"ENSG00000186146"	213
"ENSG00000186148"	3900
"ENSG00000186150"	1478
"ENSG00000186152"	1370
"ENSG00000186153"	4869
"ENSG00000186160"	2252
"ENSG00000186162"	3017
"ENSG00000186163"	2319
"ENSG00000186166"	5111
"ENSG00000186174"	10470
"ENSG00000186184"	11210
"ENSG00000186185"	4655
"ENSG00000186187"	8824
"ENSG00000186188"	4060
"ENSG00000186190"	1454
"ENSG00000186191"	2448
"ENSG00000186193"	3814
"ENSG00000186197"	3985
"ENSG00000186198"	924
"ENSG00000186204"	5351
"ENSG00000186205"	9106
"ENSG00000186207"	860
"ENSG00000186212"	3220
"ENSG00000186222"	1617
"ENSG00000186226"	1299
"ENSG00000186230"	4637
"ENSG00000186231"	4124
"ENSG00000186234"	885
"ENSG00000186235"	3860
"ENSG00000186244"	372
"ENSG00000186260"	16578
"ENSG00000186265"	3610
"ENSG00000186268"	951
"ENSG00000186272"	3762
"ENSG00000186280"	2951
"ENSG00000186281"	5684
"ENSG00000186283"	3224
"ENSG00000186288"	2237
"ENSG00000186297"	3607
"ENSG00000186298"	6906
"ENSG00000186300"	8542
"ENSG00000186301"	2291
"ENSG00000186306"	945
"ENSG00000186310"	2639
"ENSG00000186312"	2409
"ENSG00000186314"	5375
"ENSG00000186318"	7190
"ENSG00000186326"	2894
"ENSG00000186328"	328
"ENSG00000186329"	2719
"ENSG00000186334"	4575
"ENSG00000186335"	4269
"ENSG00000186340"	6412
"ENSG00000186350"	11208
"ENSG00000186352"	2253
"ENSG00000186364"	1657
"ENSG00000186367"	2354
"ENSG00000186369"	4637
"ENSG00000186376"	6838
"ENSG00000186377"	2447
"ENSG00000186393"	1733
"ENSG00000186395"	2163
"ENSG00000186399"	4433
"ENSG00000186407"	3754
"ENSG00000186409"	25206
"ENSG00000186416"	4552
"ENSG00000186417"	7110
"ENSG00000186431"	3327
"ENSG00000186432"	9384
"ENSG00000186439"	9767
"ENSG00000186440"	3255
"ENSG00000186442"	2319
"ENSG00000186446"	3910
"ENSG00000186448"	7995
"ENSG00000186451"	2190
"ENSG00000186452"	3336
"ENSG00000186453"	2281
"ENSG00000186458"	2133
"ENSG00000186462"	2550
"ENSG00000186466"	1045
"ENSG00000186468"	4061
"ENSG00000186469"	6379
"ENSG00000186470"	7042
"ENSG00000186471"	1170
"ENSG00000186472"	22874
"ENSG00000186474"	1769
"ENSG00000186479"	4379
"ENSG00000186480"	3650
"ENSG00000186481"	6302
"ENSG00000186487"	35151
"ENSG00000186493"	1925
"ENSG00000186496"	6080
"ENSG00000186501"	4476
"ENSG00000186508"	903
"ENSG00000186509"	2488
"ENSG00000186510"	3476
"ENSG00000186513"	3774
"ENSG00000186517"	5064
"ENSG00000186522"	4251
"ENSG00000186523"	4232
"ENSG00000186526"	7048
"ENSG00000186529"	5517
"ENSG00000186532"	6777
"ENSG00000186543"	830
"ENSG00000186562"	330
"ENSG00000186564"	4675
"ENSG00000186566"	9737
"ENSG00000186567"	5203
"ENSG00000186572"	389
"ENSG00000186575"	7170
"ENSG00000186577"	1866
"ENSG00000186579"	303
"ENSG00000186583"	2007
"ENSG00000186591"	6503
"ENSG00000186594"	2986
"ENSG00000186599"	331
"ENSG00000186603"	1629
"ENSG00000186615"	8113
"ENSG00000186625"	2255
"ENSG00000186628"	6536
"ENSG00000186635"	9056
"ENSG00000186638"	6131
"ENSG00000186642"	7182
"ENSG00000186645"	783
"ENSG00000186648"	6657
"ENSG00000186652"	1845
"ENSG00000186654"	5241
"ENSG00000186660"	5776
"ENSG00000186665"	2396
"ENSG00000186666"	3694
"ENSG00000186675"	2249
"ENSG00000186676"	1299
"ENSG00000186678"	313
"ENSG00000186684"	4917
"ENSG00000186687"	6219
"ENSG00000186704"	1633
"ENSG00000186710"	1726
"ENSG00000186714"	7875
"ENSG00000186715"	5298
"ENSG00000186716"	12389
"ENSG00000186723"	4454
"ENSG00000186732"	5821
"ENSG00000186743"	740
"ENSG00000186765"	2019
"ENSG00000186766"	3217
"ENSG00000186767"	4117
"ENSG00000186777"	2193
"ENSG00000186787"	1477
"ENSG00000186788"	4785
"ENSG00000186790"	1768
"ENSG00000186792"	1967
"ENSG00000186795"	1155
"ENSG00000186803"	963
"ENSG00000186806"	3771
"ENSG00000186810"	1862
"ENSG00000186812"	8715
"ENSG00000186814"	8271
"ENSG00000186815"	8728
"ENSG00000186818"	6328
"ENSG00000186825"	1622
"ENSG00000186827"	1722
"ENSG00000186831"	2145
"ENSG00000186832"	2477
"ENSG00000186834"	3600
"ENSG00000186838"	1731
"ENSG00000186842"	1778
"ENSG00000186844"	422
"ENSG00000186847"	2255
"ENSG00000186854"	8771
"ENSG00000186860"	779
"ENSG00000186862"	6602
"ENSG00000186866"	5862
"ENSG00000186867"	2160
"ENSG00000186868"	14920
"ENSG00000186871"	4344
"ENSG00000186881"	960
"ENSG00000186886"	3685
"ENSG00000186889"	2985
"ENSG00000186891"	1271
"ENSG00000186895"	1607
"ENSG00000186897"	2073
"ENSG00000186907"	2408
"ENSG00000186908"	8800
"ENSG00000186910"	1486
"ENSG00000186912"	1595
"ENSG00000186918"	5808
"ENSG00000186919"	4307
"ENSG00000186924"	296
"ENSG00000186925"	330
"ENSG00000186930"	313
"ENSG00000186940"	456
"ENSG00000186943"	963
"ENSG00000186951"	13219
"ENSG00000186952"	10171
"ENSG00000186960"	10751
"ENSG00000186965"	394
"ENSG00000186967"	310
"ENSG00000186970"	671
"ENSG00000186971"	797
"ENSG00000186973"	843
"ENSG00000186976"	8557
"ENSG00000186977"	461
"ENSG00000186980"	211
"ENSG00000186994"	3594
"ENSG00000186998"	4854
"ENSG00000187003"	1494
"ENSG00000187005"	414
"ENSG00000187010"	3313
"ENSG00000187012"	1403
"ENSG00000187013"	1530
"ENSG00000187017"	6952
"ENSG00000187021"	4986
"ENSG00000187024"	4072
"ENSG00000187026"	440
"ENSG00000187033"	2512
"ENSG00000187037"	2312
"ENSG00000187045"	4232
"ENSG00000187048"	3890
"ENSG00000187049"	2364
"ENSG00000187051"	3669
"ENSG00000187054"	3970
"ENSG00000187066"	4194
"ENSG00000187068"	7159
"ENSG00000187079"	10703
"ENSG00000187080"	1154
"ENSG00000187082"	316
"ENSG00000187091"	4314
"ENSG00000187094"	2085
"ENSG00000187097"	10379
"ENSG00000187098"	7181
"ENSG00000187103"	533
"ENSG00000187105"	4209
"ENSG00000187109"	17282
"ENSG00000187116"	1760
"ENSG00000187118"	10533
"ENSG00000187122"	9142
"ENSG00000187123"	4973
"ENSG00000187134"	8765
"ENSG00000187135"	1488
"ENSG00000187140"	2086
"ENSG00000187144"	4506
"ENSG00000187147"	9687
"ENSG00000187151"	2368
"ENSG00000187164"	8252
"ENSG00000187166"	1300
"ENSG00000187170"	680
"ENSG00000187172"	4080
"ENSG00000187173"	611
"ENSG00000187175"	588
"ENSG00000187180"	614
"ENSG00000187185"	2114
"ENSG00000187186"	1833
"ENSG00000187187"	9028
"ENSG00000187189"	4180
"ENSG00000187191"	3516
"ENSG00000187193"	1727
"ENSG00000187210"	9251
"ENSG00000187223"	609
"ENSG00000187229"	2054
"ENSG00000187231"	11405
"ENSG00000187238"	288
"ENSG00000187239"	6600
"ENSG00000187240"	15012
"ENSG00000187242"	2517
"ENSG00000187243"	4947
"ENSG00000187244"	5009
"ENSG00000187257"	7190
"ENSG00000187258"	2674
"ENSG00000187260"	4044
"ENSG00000187266"	3077
"ENSG00000187268"	5859
"ENSG00000187272"	960
"ENSG00000187288"	1926
"ENSG00000187323"	13135
"ENSG00000187325"	2735
"ENSG00000187372"	5061
"ENSG00000187391"	31624
"ENSG00000187398"	8858
"ENSG00000187416"	1856
"ENSG00000187446"	3947
"ENSG00000187472"	249
"ENSG00000187474"	2779
"ENSG00000187475"	718
"ENSG00000187479"	1918
"ENSG00000187481"	1111
"ENSG00000187483"	1718
"ENSG00000187486"	3204
"ENSG00000187492"	3201
"ENSG00000187498"	14662
"ENSG00000187504"	746
"ENSG00000187510"	6487
"ENSG00000187513"	1716
"ENSG00000187514"	3378
"ENSG00000187516"	501
"ENSG00000187522"	2502
"ENSG00000187527"	6228
"ENSG00000187531"	6134
"ENSG00000187533"	5336
"ENSG00000187534"	442
"ENSG00000187535"	8130
"ENSG00000187536"	732
"ENSG00000187537"	2509
"ENSG00000187545"	1525
"ENSG00000187546"	3588
"ENSG00000187550"	1092
"ENSG00000187553"	4378
"ENSG00000187554"	7733
"ENSG00000187555"	8388
"ENSG00000187556"	988
"ENSG00000187559"	2039
"ENSG00000187566"	2248
"ENSG00000187569"	1100
"ENSG00000187581"	533
"ENSG00000187583"	2833
"ENSG00000187589"	1212
"ENSG00000187595"	5198
"ENSG00000187600"	1483
"ENSG00000187601"	1462
"ENSG00000187605"	12271
"ENSG00000187607"	6754
"ENSG00000187608"	867
"ENSG00000187609"	7575
"ENSG00000187612"	933
"ENSG00000187616"	1008
"ENSG00000187621"	10566
"ENSG00000187624"	2712
"ENSG00000187626"	5346
"ENSG00000187627"	7166
"ENSG00000187630"	2516
"ENSG00000187634"	4173
"ENSG00000187642"	3424
"ENSG00000187650"	2254
"ENSG00000187653"	135
"ENSG00000187657"	914
"ENSG00000187658"	721
"ENSG00000187664"	4462
"ENSG00000187672"	8034
"ENSG00000187676"	4527
"ENSG00000187678"	6565
"ENSG00000187682"	1303
"ENSG00000187686"	3338
"ENSG00000187688"	3381
"ENSG00000187689"	1009
"ENSG00000187690"	1896
"ENSG00000187699"	5997
"ENSG00000187701"	1285
"ENSG00000187713"	1567
"ENSG00000187714"	2411
"ENSG00000187715"	5818
"ENSG00000187720"	15837
"ENSG00000187721"	494
"ENSG00000187726"	3475
"ENSG00000187730"	5525
"ENSG00000187733"	1632
"ENSG00000187735"	4342
"ENSG00000187736"	3109
"ENSG00000187741"	9736
"ENSG00000187742"	9813
"ENSG00000187747"	1008
"ENSG00000187753"	2928
"ENSG00000187754"	1311
"ENSG00000187758"	2231
"ENSG00000187762"	310
"ENSG00000187763"	934
"ENSG00000187764"	14160
"ENSG00000187766"	876
"ENSG00000187772"	5943
"ENSG00000187773"	3843
"ENSG00000187775"	16108
"ENSG00000187778"	3261
"ENSG00000187783"	3049
"ENSG00000187790"	8478
"ENSG00000187791"	1357
"ENSG00000187792"	6940
"ENSG00000187796"	6699
"ENSG00000187800"	5530
"ENSG00000187801"	2566
"ENSG00000187806"	1082
"ENSG00000187808"	1615
"ENSG00000187812"	2112
"ENSG00000187815"	3173
"ENSG00000187821"	1236
"ENSG00000187823"	2613
"ENSG00000187824"	3508
"ENSG00000187833"	3045
"ENSG00000187837"	642
"ENSG00000187838"	2833
"ENSG00000187840"	880
"ENSG00000187847"	5937
"ENSG00000187848"	1973
"ENSG00000187855"	2260
"ENSG00000187857"	4569
"ENSG00000187860"	6586
"ENSG00000187862"	2829
"ENSG00000187866"	4575
"ENSG00000187867"	2795
"ENSG00000187870"	1052
"ENSG00000187871"	1911
"ENSG00000187889"	4648
"ENSG00000187893"	3148
"ENSG00000187900"	930
"ENSG00000187902"	6083
"ENSG00000187904"	591
"ENSG00000187905"	5542
"ENSG00000187908"	9379
"ENSG00000187912"	2238
"ENSG00000187918"	3302
"ENSG00000187922"	4263
"ENSG00000187942"	4490
"ENSG00000187944"	1669
"ENSG00000187950"	3958
"ENSG00000187951"	5637
"ENSG00000187952"	1234
"ENSG00000187953"	3879
"ENSG00000187954"	9787
"ENSG00000187955"	10190
"ENSG00000187957"	3932
"ENSG00000187959"	1528
"ENSG00000187961"	3402
"ENSG00000187969"	842
"ENSG00000187979"	1859
"ENSG00000187980"	3298
"ENSG00000187984"	2947
"ENSG00000187987"	3283
"ENSG00000187988"	1169
"ENSG00000187994"	4201
"ENSG00000187997"	2763
"ENSG00000187999"	924
"ENSG00000188000"	3460
"ENSG00000188001"	9538
"ENSG00000188002"	3364
"ENSG00000188004"	2242
"ENSG00000188010"	1364
"ENSG00000188011"	2606
"ENSG00000188013"	1075
"ENSG00000188015"	841
"ENSG00000188021"	4230
"ENSG00000188026"	8671
"ENSG00000188029"	1020
"ENSG00000188032"	1540
"ENSG00000188033"	6792
"ENSG00000188037"	3306
"ENSG00000188038"	968
"ENSG00000188039"	8915
"ENSG00000188042"	4041
"ENSG00000188050"	1445
"ENSG00000188051"	2418
"ENSG00000188056"	2712
"ENSG00000188060"	2200
"ENSG00000188064"	5080
"ENSG00000188070"	5948
"ENSG00000188076"	431
"ENSG00000188078"	444
"ENSG00000188086"	781
"ENSG00000188089"	5823
"ENSG00000188092"	5143
"ENSG00000188095"	1809
"ENSG00000188100"	357
"ENSG00000188101"	1897
"ENSG00000188107"	17070
"ENSG00000188112"	6852
"ENSG00000188120"	4787
"ENSG00000188124"	4224
"ENSG00000188130"	9315
"ENSG00000188133"	5342
"ENSG00000188152"	3906
"ENSG00000188153"	11865
"ENSG00000188155"	1238
"ENSG00000188157"	10761
"ENSG00000188158"	10394
"ENSG00000188162"	10709
"ENSG00000188163"	1801
"ENSG00000188167"	4311
"ENSG00000188171"	6835
"ENSG00000188175"	2483
"ENSG00000188176"	2480
"ENSG00000188177"	11800
"ENSG00000188185"	6929
"ENSG00000188186"	1936
"ENSG00000188191"	4491
"ENSG00000188199"	5080
"ENSG00000188211"	6438
"ENSG00000188215"	6222
"ENSG00000188219"	4192
"ENSG00000188223"	1037
"ENSG00000188227"	12007
"ENSG00000188229"	2037
"ENSG00000188234"	3474
"ENSG00000188242"	2766
"ENSG00000188243"	2897
"ENSG00000188257"	1685
"ENSG00000188263"	3696
"ENSG00000188266"	5707
"ENSG00000188269"	4261
"ENSG00000188277"	2370
"ENSG00000188280"	2256
"ENSG00000188282"	4357
"ENSG00000188283"	8417
"ENSG00000188290"	1118
"ENSG00000188293"	779
"ENSG00000188295"	1980
"ENSG00000188305"	2564
"ENSG00000188306"	1827
"ENSG00000188312"	9321
"ENSG00000188313"	4332
"ENSG00000188314"	933
"ENSG00000188315"	4142
"ENSG00000188316"	3164
"ENSG00000188321"	6783
"ENSG00000188322"	5261
"ENSG00000188324"	1521
"ENSG00000188334"	654
"ENSG00000188338"	3968
"ENSG00000188340"	3455
"ENSG00000188342"	3608
"ENSG00000188343"	7423
"ENSG00000188352"	10036
"ENSG00000188365"	753
"ENSG00000188368"	2575
"ENSG00000188372"	2673
"ENSG00000188373"	825
"ENSG00000188375"	1114
"ENSG00000188379"	1135
"ENSG00000188383"	863
"ENSG00000188385"	14669
"ENSG00000188386"	3418
"ENSG00000188388"	1679
"ENSG00000188389"	2097
"ENSG00000188393"	1220
"ENSG00000188394"	1170
"ENSG00000188396"	763
"ENSG00000188399"	659
"ENSG00000188403"	353
"ENSG00000188404"	2731
"ENSG00000188408"	1216
"ENSG00000188419"	8644
"ENSG00000188425"	1657
"ENSG00000188428"	3297
"ENSG00000188438"	222
"ENSG00000188439"	1136
"ENSG00000188451"	1979
"ENSG00000188452"	4769
"ENSG00000188459"	1494
"ENSG00000188460"	1126
"ENSG00000188467"	4778
"ENSG00000188483"	2711
"ENSG00000188486"	1614
"ENSG00000188487"	3435
"ENSG00000188488"	3751
"ENSG00000188493"	3736
"ENSG00000188501"	3518
"ENSG00000188505"	1975
"ENSG00000188508"	661
"ENSG00000188511"	6769
"ENSG00000188512"	313
"ENSG00000188517"	8744
"ENSG00000188522"	7836
"ENSG00000188523"	2147
"ENSG00000188525"	2412
"ENSG00000188529"	10277
"ENSG00000188536"	827
"ENSG00000188542"	3709
"ENSG00000188549"	7510
"ENSG00000188554"	8405
"ENSG00000188558"	6197
"ENSG00000188559"	11649
"ENSG00000188566"	2836
"ENSG00000188573"	1519
"ENSG00000188580"	4197
"ENSG00000188581"	910
"ENSG00000188582"	4169
"ENSG00000188585"	3368
"ENSG00000188596"	12914
"ENSG00000188599"	1437
"ENSG00000188603"	9858
"ENSG00000188610"	3033
"ENSG00000188611"	7276
"ENSG00000188612"	3348
"ENSG00000188613"	4017
"ENSG00000188620"	2855
"ENSG00000188624"	680
"ENSG00000188626"	2202
"ENSG00000188629"	2979
"ENSG00000188636"	5419
"ENSG00000188641"	7131
"ENSG00000188643"	1701
"ENSG00000188646"	368
"ENSG00000188647"	12252
"ENSG00000188649"	6494
"ENSG00000188655"	2710
"ENSG00000188656"	1114
"ENSG00000188659"	4160
"ENSG00000188660"	4282
"ENSG00000188662"	1219
"ENSG00000188668"	1029
"ENSG00000188672"	2433
"ENSG00000188674"	1392
"ENSG00000188676"	4444
"ENSG00000188677"	7403
"ENSG00000188681"	2309
"ENSG00000188687"	8025
"ENSG00000188690"	9505
"ENSG00000188691"	946
"ENSG00000188693"	3470
"ENSG00000188694"	1650
"ENSG00000188706"	5243
"ENSG00000188707"	5176
"ENSG00000188710"	1658
"ENSG00000188712"	937
"ENSG00000188716"	663
"ENSG00000188725"	2888
"ENSG00000188729"	3219
"ENSG00000188730"	11322
"ENSG00000188732"	7458
"ENSG00000188735"	8449
"ENSG00000188738"	23585
"ENSG00000188739"	2939
"ENSG00000188747"	1678
"ENSG00000188755"	2116
"ENSG00000188760"	2578
"ENSG00000188761"	9095
"ENSG00000188763"	2338
"ENSG00000188765"	210
"ENSG00000188766"	5864
"ENSG00000188770"	1359
"ENSG00000188771"	1215
"ENSG00000188778"	2876
"ENSG00000188779"	4473
"ENSG00000188782"	2030
"ENSG00000188783"	5769
"ENSG00000188784"	785
"ENSG00000188785"	6161
"ENSG00000188786"	7989
"ENSG00000188800"	846
"ENSG00000188801"	1209
"ENSG00000188803"	8527
"ENSG00000188807"	6981
"ENSG00000188811"	6409
"ENSG00000188816"	1628
"ENSG00000188817"	4651
"ENSG00000188818"	6953
"ENSG00000188820"	1186
"ENSG00000188822"	5265
"ENSG00000188825"	10895
"ENSG00000188827"	8599
"ENSG00000188828"	2722
"ENSG00000188831"	1219
"ENSG00000188833"	2836
"ENSG00000188846"	8626
"ENSG00000188848"	8850
"ENSG00000188850"	579
"ENSG00000188856"	888
"ENSG00000188859"	5343
"ENSG00000188868"	2847
"ENSG00000188869"	4977
"ENSG00000188873"	654
"ENSG00000188877"	2268
"ENSG00000188878"	6730
"ENSG00000188883"	2197
"ENSG00000188886"	1654
"ENSG00000188895"	7397
"ENSG00000188897"	12027
"ENSG00000188906"	13505
"ENSG00000188909"	830
"ENSG00000188910"	2362
"ENSG00000188916"	4840
"ENSG00000188917"	4055
"ENSG00000188921"	9162
"ENSG00000188931"	774
"ENSG00000188933"	9299
"ENSG00000188937"	2988
"ENSG00000188938"	10144
"ENSG00000188958"	3850
"ENSG00000188959"	2947
"ENSG00000188976"	5540
"ENSG00000188981"	5989
"ENSG00000188984"	4055
"ENSG00000188985"	559
"ENSG00000188986"	2540
"ENSG00000188991"	2923
"ENSG00000188992"	1744
"ENSG00000188993"	3327
"ENSG00000188994"	14861
"ENSG00000188996"	1025
"ENSG00000188997"	3968
"ENSG00000189001"	1986
"ENSG00000189002"	1951
"ENSG00000189007"	7197
"ENSG00000189013"	1724
"ENSG00000189014"	2712
"ENSG00000189023"	1986
"ENSG00000189030"	676
"ENSG00000189037"	885
"ENSG00000189042"	4724
"ENSG00000189043"	3461
"ENSG00000189045"	3287
"ENSG00000189046"	2290
"ENSG00000189050"	3399
"ENSG00000189051"	3070
"ENSG00000189052"	877
"ENSG00000189056"	12784
"ENSG00000189057"	3865
"ENSG00000189058"	2022
"ENSG00000189060"	2344
"ENSG00000189064"	528
"ENSG00000189067"	5060
"ENSG00000189068"	1405
"ENSG00000189077"	2000
