"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","chr","start","end","strand"
"ENSG00000139842",2239.45371773406,0.163550493888368,0.0623661933610654,2.62242226235457,0.00873071829878319,0.0642675442274522,"CUL4A","13","113208193","113267108","1"
"ENSG00000272356",25.8244028649471,1.13420205169227,0.432492914820506,2.62247545063944,0.00872935565358619,0.0642675442274522,"AL080317.3","6","111309203","111313517","1"
"ENSG00000104365",1033.80160573368,0.271402201357778,0.103508157796464,2.62203682429993,0.00874059862260301,0.0642758049010857,"IKBKB","8","42271302","42332653","1"
"ENSG00000163686",107.339810051453,0.50928094669246,0.194226791291281,2.62209421937417,0.00873912672370775,0.0642758049010857,"ABHD6","3","58237506","58295693","1"
"ENSG00000076513",6155.21898292602,0.684518524731481,0.261111861051723,2.6215527780865,0.00875302082142159,0.064302722530944,"ANKRD13A","12","109999186","110039763","1"
"ENSG00000151694",1126.01948420826,0.474389038973713,0.180946550109796,2.62170811593733,0.00874903262948075,0.064302722530944,"ADAM17","2","9488486","9556732","-1"
"ENSG00000106261",3260.87578342972,-0.343488185060479,0.131055854411372,-2.6209297295663,0.00876903349142729,0.0643881308590143,"ZKSCAN1","7","100015572","100041689","1"
"ENSG00000050393",589.623856928883,0.406483246026515,0.15511520647881,2.62052480381441,0.00877945432161731,0.0644021167378371,"MCUR1","6","13786557","13814568","-1"
"ENSG00000178764",943.187219144496,-0.650759754818756,0.248332797315602,-2.62051473608505,0.00877971355718845,0.0644021167378371,"ZHX2","8","122781655","122974510","1"
"ENSG00000180354",1400.22441637455,0.452148752089454,0.172561483152905,2.62021827715058,0.00878735019219701,0.0644259371234105,"MTURN","7","30134986","30162762","1"
"ENSG00000125835",499.867494256102,0.516197225916386,0.197054168660896,2.61957018937617,0.00880406528370991,0.064516260726058,"SNRPB","20","2461634","2470853","-1"
"ENSG00000148672",2636.54443715428,0.269409446610972,0.102891803067285,2.61837618332722,0.00883493476638018,0.0647101659186269,"GLUD1","10","87050202","87094843","-1"
"ENSG00000160867",359.086483753131,-0.64825390061883,0.247611816040633,-2.61802490278756,0.008844035061085,0.0647174517931537,"FGFR4","5","177086905","177098144","1"
"ENSG00000180938",42.5595270693544,-0.792310867132017,0.302640050748877,-2.61799740375227,0.00884474780604076,0.0647174517931537,"ZNF572","8","124973295","124979389","1"
"ENSG00000182621",315.592047655829,-0.75933347550791,0.290095060458251,-2.61753328136102,0.00885678509562848,0.0647732394786422,"PLCB1","20","8077251","8968360","1"
"ENSG00000196724",68.3450185357859,-0.552638615866108,0.211145143636356,-2.61733993189959,0.00886180404535609,0.0647776692120202,"ZNF418","19","57921884","57935393","-1"
"ENSG00000070214",3860.23708874283,0.318659886663526,0.121778978968134,2.61670683531441,0.00887825569975607,0.0648656232757688,"SLC44A1","9","105244622","105439171","1"
"ENSG00000159445",320.518425394562,-0.36544757052387,0.139685771909777,-2.61621184124546,0.00889113761943782,0.0649274218796559,"THEM4","1","151870866","151909637","-1"
"ENSG00000132963",1066.98918181654,0.384594186396871,0.147032812695498,2.61570311651018,0.00890439426554742,0.0649918940973173,"POMP","13","28659104","28678959","1"
"ENSG00000119392",598.872490635102,0.307772785736341,0.117678619479795,2.61536706580065,0.00891316095139193,0.0650218628371618,"GLE1","9","128504700","128542288","1"
"ENSG00000121454",59.287601199879,-0.744468891971584,0.284669288841138,-2.61520620999283,0.00891735998713766,0.0650218628371618,"LHX4","1","180230264","180278984","1"
"ENSG00000128606",1300.78588045728,-2.18160447566844,0.83434339380727,-2.61475609666346,0.00892911929252011,0.0650752795310875,"LRRC17","7","102913000","102945111","1"
"ENSG00000261801",237.455549595411,-0.69960314209382,0.267581360563864,-2.61454363121397,0.00893467480729379,0.0650834525168528,"LOXL1-AS1","15","73908071","73928248","-1"
"ENSG00000136052",366.753350122212,-0.982307600860474,0.375988053282961,-2.61260322577646,0.00898555525649642,0.0654216170907016,"SLC41A2","12","104802553","104958744","-1"
"ENSG00000198873",3328.34461370851,0.485387487830975,0.185847134216122,2.61175664547249,0.00900783486573355,0.0655513139113719,"GRK5","10","119207589","119459742","1"
"ENSG00000164122",18.1868453994913,1.93478404731176,0.740893270592091,2.61142073238911,0.0090166888130207,0.0655832301276104,"ASB5","4","176213673","176277571","-1"
"ENSG00000103150",263.578954536678,0.646856424815342,0.247722526945234,2.6112135734767,0.00902215295011655,0.0655904710261568,"MLYCD","16","83899115","83927031","1"
"ENSG00000103257",403.903592565136,-1.17130850216609,0.448599092564759,-2.61103627176196,0.00902683190541701,0.0655919993602529,"SLC7A5","16","87830023","87869507","-1"
"ENSG00000225793",16.1903223645243,-0.86715411157944,0.332199021519773,-2.61034517083255,0.00904509060430537,0.0656921523453707,"AL080250.1","6","75285014","75317525","1"
"ENSG00000156869",203.720242677498,-0.788008159449048,0.301987846623366,-2.60940355136821,0.00907002100571777,0.0658406371522875,"FRRS1","1","99708632","99766631","-1"
"ENSG00000133818",2539.98400662724,0.645378903331802,0.247359917709491,2.60906823267042,0.00907891373599998,0.0658726128606069,"RRAS2","11","14277922","14364506","-1"
"ENSG00000055130",1347.25332276145,0.281579713531207,0.107946126196955,2.60852078209315,0.00909344898284657,0.0659301753075453,"CUL1","7","148697914","148801110","1"
"ENSG00000167193",2444.19784009664,0.271709248581411,0.104172522176559,2.60826216841423,0.009100322603426,0.0659301753075453,"CRK","17","1420689","1463162","-1"
"ENSG00000182473",1856.71658375331,-0.399299211224047,0.153080873322218,-2.60841999760197,0.00909612715424851,0.0659301753075453,"EXOC7","17","76081016","76121576","-1"
"ENSG00000147459",1222.03297604757,0.756332445902948,0.29003505149653,2.60772772808116,0.00911454204259914,0.0660006157381698,"DOCK5","8","25184689","25418082","1"
"ENSG00000205730",1734.10268177554,0.389484575647887,0.149429529732893,2.60647662041162,0.00914790688508788,0.0662095548615976,"ITPRIPL2","16","19113932","19121629","1"
"ENSG00000070269",405.970914958138,-0.266120091981729,0.102114791880826,-2.60608759103487,0.00915830381265221,0.0662369446264892,"TMEM260","14","56488354","56650606","1"
"ENSG00000237807",249.777481257216,-0.651975806389545,0.250182833788595,-2.60599736807069,0.00916071655482853,0.0662369446264892,"AC022034.1","8","53493523","53524336","-1"
"ENSG00000131899",1265.74032496891,-0.436503487272301,0.167526423421557,-2.60557993394212,0.00917188696349497,0.0662850599951645,"LLGL1","17","18225635","18244875","1"
"ENSG00000128510",135.764301632076,-2.25326548533684,0.864913329062348,-2.6051922309714,0.0091822726636131,0.0663206315093838,"CPA4","7","130293134","130324180","1"
"ENSG00000158467",575.30700413229,-0.721378238866295,0.2769143640925,-2.60505893665136,0.00918584574591752,0.0663206315093838,"AHCYL2","7","129225023","129430211","1"
"ENSG00000188060",70.607841652584,-0.53020924253929,0.203562926832866,-2.60464540763169,0.00919693868693667,0.0663470365740245,"RAB42","1","28592200","28595443","1"
"ENSG00000231574",42.3496288672368,1.12158047612979,0.430617625137344,2.60458562459459,0.00919854335932279,0.0663470365740245,"LINC02015","3","177816865","177899224","1"
"ENSG00000121892",2651.43554291092,0.243438428410382,0.0934769364079683,2.60426194701039,0.0092072357234559,0.0663771149061325,"PDS5A","4","39822863","39977956","-1"
"ENSG00000072864",260.61560224449,0.328964025355429,0.126352330619603,2.60354536985796,0.00922650549372925,0.0664833812650751,"NDE1","16","15643267","15726353","1"
"ENSG00000136156",16319.1278006153,0.522373643264318,0.200659544765807,2.60328330692661,0.00923356171887168,0.0665015794453378,"ITM2B","13","48232612","48270357","1"
"ENSG00000099849",40.9221045277634,1.27126494275895,0.488440474735033,2.60270188183847,0.00924923418846365,0.0665817849035162,"RASSF7","11","560404","564025","1"
"ENSG00000230148",33.5967213287028,0.610366364467227,0.234596006051849,2.60177645280256,0.0092742283426239,0.0667189590496972,"HOXB-AS1","17","48543551","48551250","1"
"ENSG00000259319",12.3724815436924,-1.45938619868381,0.560944266827589,-2.60165988849008,0.00927738080259108,0.0667189590496972,"AF111167.2","14","75423683","75427741","-1"
"ENSG00000058085",72.5400693831629,0.909509841027322,0.349673535009914,2.60102567099205,0.00929454985642441,0.0668053995273268,"LAMC2","1","183186238","183244900","1"
"ENSG00000287091",23.9330160065473,0.975949996134246,0.375238410955237,2.60087978106983,0.00929850328616492,0.0668053995273268,"AC009961.4","2","159797288","159798043","-1"
"ENSG00000198944",15.0779196748019,-1.50136454666984,0.577394954255652,-2.6002384253692,0.00931590100575601,0.0668976491988683,"SOWAHA","5","132813587","132816797","1"
"ENSG00000004799",993.268636844942,2.54871470384235,0.981145889745569,2.59769187281953,0.00938526695216442,0.0671985113774973,"PDK4","7","95583499","95596516","-1"
"ENSG00000010256",1815.92183044659,0.466514334557087,0.179579225114287,2.59781906431654,0.0093817914613338,0.0671985113774973,"UQCRC1","3","48599002","48610976","-1"
"ENSG00000073921",3994.68250368405,0.271669018543937,0.104563337916464,2.5981287892796,0.00937333306923824,0.0671985113774973,"PICALM","11","85957175","86069882","-1"
"ENSG00000118197",247.617952722344,0.306093207552057,0.117826939825667,2.59782022689329,0.00938175969937385,0.0671985113774973,"DDX59","1","200623896","200669907","-1"
"ENSG00000169857",280.033286263,0.659463873322203,0.253821691853476,2.59813835652349,0.00937307190223447,0.0671985113774973,"AVEN","15","33866227","34039204","-1"
"ENSG00000177875",24.6228300580621,0.987066875123049,0.379900456144317,2.59822503279143,0.00937070610583298,0.0671985113774973,"CCDC184","12","48183584","48185926","1"
"ENSG00000066468",33.284357804099,-2.33045246017927,0.897318225177934,-2.59713042128076,0.00940062227000479,0.0672375801183285,"FGFR2","10","121478334","121598458","-1"
"ENSG00000154856",1754.46676021123,1.77062489598581,0.681863402485211,2.59674428856623,0.00941119573965704,0.0672375801183285,"APCDD1","18","10454635","10489949","1"
"ENSG00000187801",26.6175156011736,-1.04545904161989,0.402571024453093,-2.59695551372626,0.00940541044885787,0.0672375801183285,"ZFP69B","1","40450102","40463718","1"
"ENSG00000213445",615.53971721444,0.559491572083511,0.215411084198012,2.59732025474237,0.00939542794804719,0.0672375801183285,"SIPA1","11","65638101","65650918","1"
"ENSG00000230487",371.118054382127,-0.366809628086649,0.141262336761113,-2.59665553109855,0.00941362768382376,0.0672375801183285,"PSMG3-AS1","7","1570073","1589626","1"
"ENSG00000023697",487.500866987379,0.320492555777495,0.123456043841739,2.59600539434377,0.00943145845255378,0.0672994395559477,"DERA","12","15911302","16037381","1"
"ENSG00000137821",271.764845907352,-0.630249578353307,0.242775983516563,-2.59601287254309,0.00943125318295191,0.0672994395559477,"LRRC49","15","70853239","71053657","1"
"ENSG00000137869",69.4816438401558,1.13791165532166,0.438454752806336,2.59527727328405,0.00945146379044269,0.0674094195899503,"CYP19A1","15","51208057","51338610","-1"
"ENSG00000169379",214.35778287321,0.328407532809098,0.126548710547875,2.59510769716502,0.00945612837391444,0.0674099331094299,"ARL13B","3","93980139","94055668","1"
"ENSG00000241878",519.756189943145,0.351950307580824,0.135666440101107,2.59423264381765,0.00948023139132345,0.0675489496902163,"PISD","22","31618491","31662432","-1"
"ENSG00000082126",17.9280218294858,1.19409568167939,0.460405636621188,2.59357311618204,0.00949843402972878,0.067613648461438,"MPP4","2","201644870","201698694","-1"
"ENSG00000101474",2474.97389647986,0.273619626013236,0.105499231915351,2.5935698397575,0.00949852453518771,0.067613648461438,"APMAP","20","24962925","24992751","-1"
"ENSG00000114735",493.321568194506,-0.409872147308084,0.158073368884936,-2.59292346458712,0.009516394560432,0.0677080171391279,"HEMK1","3","50569152","50596168","1"
"ENSG00000251669",40.425825863078,-0.875295343962084,0.337619462056399,-2.59255002253356,0.00952673259342311,0.0677487311076863,"FAM86EP","4","3941760","3955419","-1"
"ENSG00000137960",17.8669374451577,1.71792130428151,0.662707601154782,2.59227644482725,0.00953431242649891,0.0677698003855453,"GIPC2","1","77979542","78138444","1"
"ENSG00000021645",29.4142144815786,1.90179525359748,0.73434901791123,2.58977026892052,0.00960400003034813,0.0681990868144412,"NRXN3","14","78170373","79868290","1"
"ENSG00000138092",105.625985619252,-0.541242042598847,0.208982570899276,-2.58989082328646,0.00960063748462466,0.0681990868144412,"CENPO","2","24793136","24822376","1"
"ENSG00000156471",2350.99244291876,-0.519390225927758,0.200655088090194,-2.58847274131565,0.00964025766077048,0.0684234535516388,"PTDSS1","8","96261715","96336995","1"
"ENSG00000196159",3437.32528530345,0.429608825807544,0.166002143682836,2.58797155432135,0.00965429528313976,0.0684899691473782,"FAT4","4","125316399","125492932","1"
"ENSG00000125772",348.571777549629,-0.568686038687784,0.219833735424427,-2.58689157780919,0.00968460603333324,0.068590231169108,"GPCPD1","20","5544404","5611026","-1"
"ENSG00000176909",57.8567331181629,-1.1216329670428,0.433598283985462,-2.58680213568468,0.00968712012628158,0.068590231169108,"MAMSTR","19","48712725","48719725","-1"
"ENSG00000197594",701.383910663268,1.34072984149222,0.518233899297526,2.58711335423946,0.00967837471710556,0.068590231169108,"ENPP1","6","131808016","131895155","1"
"ENSG00000198580",14.2270127719222,-1.17705466300671,0.455001333092306,-2.58692574592506,0.00968364576895654,0.068590231169108,"AC073343.1","7","6673494","6676366","1"
"ENSG00000127328",40.6408140482347,0.660672500671471,0.255572624770646,2.58506755668518,0.00973599189276987,0.0689030323057262,"RAB3IP","12","69738681","69823204","1"
"ENSG00000149212",3318.88499452856,-0.539360188718316,0.208744084886344,-2.58383459829286,0.00977086399263318,0.0691165020163228,"SESN3","11","95165513","95232541","-1"
"ENSG00000229043",74.3446999979154,-0.556263403062478,0.215326394297555,-2.58334982516722,0.00978460542245305,0.069180365313471,"AC091729.3","7","1160374","1165607","1"
"ENSG00000111224",263.110916343895,-0.44348491859815,0.171693024034129,-2.5830107023451,0.00979422846883166,0.0691903186148983,"PARP11","12","3791047","3873448","-1"
"ENSG00000168306",462.151510681149,-0.360408020051197,0.139532514814327,-2.58296799517147,0.00979544093757724,0.0691903186148983,"ACOX2","3","58505136","58537283","-1"
"ENSG00000134152",363.962123768216,0.27590970811871,0.106826304584514,2.58278809879104,0.00980054971525245,0.0691919679766183,"KATNBL1","15","34140674","34210096","-1"
"ENSG00000275700",759.956574640053,0.248713768256361,0.0963025965569521,2.58262785374925,0.00980510242481033,0.0691919679766183,"AATF","17","36948954","37056871","1"
"ENSG00000011478",157.959724231852,0.672704111640005,0.260556383781539,2.58179861831376,0.00982869189244563,0.0692617118772337,"QPCTL","19","45692666","45703989","1"
"ENSG00000128908",1139.47379174241,0.371239027315797,0.143791733871757,2.58178281407255,0.0098291419703146,0.0692617118772337,"INO80","15","40978880","41116280","-1"
"ENSG00000139687",1272.60882102056,0.323082902425097,0.125126436420108,2.58205149661863,0.00982149284638349,0.0692617118772337,"RB1","13","48303726","48599436","1"
"ENSG00000128694",104.038578233411,-0.485198150866475,0.187953799593507,-2.58147561749657,0.00983789405411872,0.0692901194464273,"OSGEPL1","2","189746660","189763227","-1"
"ENSG00000089006",2303.83219990573,0.406862391876289,0.157674743903821,2.58039037706931,0.00986886836532876,0.0694749399838348,"SNX5","20","17941597","17968980","-1"
"ENSG00000182628",429.497425478947,-0.350952138581464,0.136026739865102,-2.58002315522304,0.00987936905935051,0.0695155220772515,"SKA2","17","59109857","59155260","-1"
"ENSG00000266865",53.9268605506297,-0.684375832719935,0.265308158221698,-2.57955065274719,0.00989289489288219,0.0695458090340045,"AC138207.8","17","31008497","31093127","1"
"ENSG00000280099",29.1419160597353,1.59325779823355,0.617651484383451,2.57954176184643,0.00989314956145261,0.0695458090340045,"AL603750.1","1","85152487","85154203","-1"
"ENSG00000092094",304.866295837832,-0.30522056367831,0.118357128055903,-2.57881015441797,0.00991412555316855,0.069655327069643,"OSGEP","14","20446401","20455089","-1"
"ENSG00000120705",3106.97498544758,0.289574995344161,0.112303565477127,2.57850224179339,0.0099229655881335,0.069655327069643,"ETF1","5","138506095","138543236","-1"
"ENSG00000122679",12.1044854932239,-3.98786070588029,1.54649122317068,-2.57865071985615,0.00991870197249979,0.069655327069643,"RAMP3","7","45157791","45186302","1"
"ENSG00000102882",2499.91837183838,-0.266582390303445,0.103398562829945,-2.57820208528314,0.0099315897067508,0.0696825400170594,"MAPK3","16","30114105","30123506","-1"
"ENSG00000107937",808.644346364939,0.494941766023812,0.192022416179855,2.5775207700763,0.00995119008852345,0.0697867023981592,"GTPBP4","10","988434","1019932","1"
"ENSG00000282164",15.3748527578792,-1.51738299128589,0.588746679008769,-2.57731048919139,0.00995724649829765,0.069795828128946,"PEG13","8","140094894","140100543","-1"
"ENSG00000151491",1822.67643719089,0.517517466109944,0.200811990859885,2.57712432357207,0.00996261109166467,0.0698000981400735,"EPS8","12","15620134","15882329","-1"
"ENSG00000160469",141.844244227561,-0.441714417195131,0.171425714013437,-2.57671038290387,0.00997454853328031,0.0698503928299086,"BRSK1","19","55282072","55312533","1"
"ENSG00000174106",598.209313576306,0.225356887585972,0.0874651565445375,2.5765332903877,0.00997965951189925,0.0698528575658832,"LEMD3","12","65169583","65248355","1"
"ENSG00000135318",4714.12463399933,-0.86858259894066,0.337232634534958,-2.57561846034988,0.0100060991329663,0.0700045391199615,"NT5E","6","85449584","85495791","1"
"ENSG00000130592",12.1657921488569,-3.3599191435,1.3050147854409,-2.57462151462511,0.0100349830153198,0.0701731685082726,"LSP1","11","1852970","1892267","1"
"ENSG00000122299",1472.57030104445,0.300395637016053,0.116711231304766,2.57383658502956,0.0100577765109954,0.070232180603421,"ZC3H7A","16","11750586","11797258","-1"
"ENSG00000167283",246.668189919867,0.281690114211416,0.109438868017349,2.5739494506354,0.0100544961817444,0.070232180603421,"ATP5MG","11","118401606","118431496","1"
"ENSG00000213190",144.616665909124,-0.617372188587609,0.239860927888381,-2.57387559542379,0.0100566426039964,0.070232180603421,"MLLT11","1","151057758","151068497","1"
"ENSG00000065833",722.25444760366,-0.661363719078071,0.256985558960376,-2.57354429468173,0.0100662760767745,0.0702581075867312,"ME1","6","83210402","83431051","-1"
"ENSG00000198478",189.127972438716,-0.431552234614071,0.167715200014179,-2.57312536119318,0.0100784694763742,0.0703097789801428,"SH3BGRL2","6","79631329","79703655","1"
"ENSG00000185650",4364.18346657515,-0.666920606097599,0.259304090091825,-2.5719633109583,0.0101123607630381,0.0705126989453077,"ZFP36L1","14","68787660","68796253","-1"
"ENSG00000148908",423.568813585521,-0.620011148255617,0.241156351356081,-2.57099240708006,0.0101407550269243,0.0706771140955338,"RGS10","10","119499817","119542719","-1"
"ENSG00000138071",5347.27968435437,0.288831846152854,0.112352763236366,2.57075872308734,0.0101475997487492,0.070691252544917,"ACTR2","2","65227753","65271253","1"
"ENSG00000136295",2351.81847420028,-0.738618706751655,0.287476249895943,-2.56932079439262,0.0101898080072144,0.0709179715172557,"TTYH3","7","2631986","2664802","1"
"ENSG00000147224",579.174379095642,-0.437674427471802,0.170335510285125,-2.56948434732827,0.0101849992889697,0.0709179715172557,"PRPS1","X","107628424","107651026","1"
"ENSG00000128917",61.559873648694,3.68837541674155,1.43565750323326,2.56911931183791,0.0101957346956631,0.0709255895085038,"DLL4","15","40929340","40939073","1"
"ENSG00000145431",1093.25773123259,-0.742507672307235,0.289041773685,-2.56885938264559,0.0102033851480887,0.0709451857904526,"PDGFC","4","156760454","156971799","-1"
"ENSG00000116761",54.9373543943139,0.942875213256164,0.367092759010026,2.56849308550489,0.0102141749858675,0.0709765223914584,"CTH","1","70411218","70439851","1"
"ENSG00000134287",2311.97212031269,0.251750240342994,0.098019149511809,2.56837813424064,0.0102175631430135,0.0709765223914584,"ARF3","12","48935723","48957487","-1"
"ENSG00000205464",106.817099993715,-0.466766784483028,0.181761706845965,-2.56801497181467,0.0102282738307759,0.0710173147058319,"ATP6AP1L","5","82279462","82386977","1"
"ENSG00000021776",1420.45596360386,0.256156467435654,0.0997917015061232,2.56691151237597,0.0102608793198065,0.0711763642042152,"AQR","15","34851782","34969742","-1"
"ENSG00000168924",680.81884054085,0.353791755092918,0.137827589071322,2.56691535763453,0.0102607655380177,0.0711763642042152,"LETM1","4","1811479","1856156","-1"
"ENSG00000186364",45.4202624353223,-0.843177210247175,0.328608668607891,-2.56590069220994,0.0102908286233441,0.0713503932609567,"NUDT17","1","145845630","145848954","1"
"ENSG00000022840",2754.14666961688,0.272166106766309,0.106092499789306,2.56536614093188,0.010306698122297,0.0714266832101397,"RNF10","12","120533480","120577588","1"
"ENSG00000106397",1860.72816382021,0.32065801368116,0.125043012409261,2.56438170756523,0.010335980502074,0.0715958101979435,"PLOD3","7","101205977","101218420","-1"
"ENSG00000078747",1634.9397761149,0.251178724805623,0.0979611645426922,2.56406430015598,0.0103454376893942,0.0716275162287398,"ITCH","20","34363241","34540748","1"
"ENSG00000149548",20.4350127866776,-0.979886390169294,0.382199249087001,-2.56381034894771,0.0103530097369618,0.0716461465908183,"CCDC15","11","124954121","125041489","1"
"ENSG00000185787",6745.34943021494,0.289160581685472,0.112793908438217,2.56361877772734,0.0103587250674407,0.0716519163712981,"MORF4L1","15","78810487","78898133","1"
"ENSG00000106443",738.012694778361,-0.337567302862371,0.13170516610376,-2.563052861544,0.0103756249967804,0.0717106037289911,"PHF14","7","10973336","11169630","1"
"ENSG00000124006",1613.51561304582,0.365033060117032,0.142423719027727,2.56300750049904,0.0103769806731419,0.0717106037289911,"OBSL1","2","219550728","219571859","-1"
"ENSG00000172954",763.517190328927,0.899699012559567,0.351330292256155,2.56083529485011,0.0104420847697793,0.0721265507062686,"LCLAT1","2","30447226","30644225","1"
"ENSG00000057663",610.669785217447,0.264569099297152,0.103373204374143,2.55935859683314,0.0104865507661487,0.0723996200120085,"ATG5","6","106045423","106325791","-1"
"ENSG00000112218",65.085489560149,1.42470687333948,0.556833434831908,2.55858715410931,0.0105098471960398,0.072458213782749,"GPR63","6","96794125","96837477","-1"
"ENSG00000139910",355.735517996075,-0.61710639932625,0.241170844563316,-2.55879354091757,0.0105036101128966,0.072458213782749,"NOVA1","14","26443090","26598033","-1"
"ENSG00000181072",3174.20204124425,-0.705773724074334,0.275828676214384,-2.55873948191587,0.0105052434768973,0.072458213782749,"CHRM2","7","136868669","137020255","1"
"ENSG00000116406",1834.84848734812,0.368791319444003,0.144150301859324,2.5583804868054,0.0105160960569968,0.0724672572415958,"EDEM3","1","184690237","184754907","-1"
"ENSG00000105974",13475.7728152639,0.67635048155978,0.264383940046177,2.55821318587524,0.0105211570437266,0.0724681103180756,"CAV1","7","116525001","116561184","1"
"ENSG00000121406",138.558662207658,-0.380700609060955,0.148852689984895,-2.55756620252941,0.0105407492030905,0.0725654671665326,"ZNF549","19","57527325","57557542","1"
"ENSG00000140995",1016.39461857047,0.249656753398759,0.0976205502827039,2.55742005833573,0.0105451792796167,0.0725654671665326,"DEF8","16","89947925","89968060","1"
"ENSG00000173281",773.395479608936,0.361552381360646,0.141407779263566,2.55680686906736,0.0105637849751781,0.0726594357383621,"PPP1R3B","8","9136255","9151574","-1"
"ENSG00000143067",246.673785816466,-0.723504316055417,0.283076643767296,-2.55586016008504,0.0105925678353282,0.0728202956325866,"ZNF697","1","119619377","119648266","-1"
"ENSG00000148841",472.395566863089,0.503769722477253,0.197124716343929,2.55558882630584,0.010600830065456,0.0728202956325866,"ITPRIP","10","104309698","104338465","-1"
"ENSG00000186340",9096.2157292291,-0.57244061416121,0.223999111194525,-2.55554859619105,0.0106020555775199,0.0728202956325866,"THBS2","6","169215780","169254044","-1"
"ENSG00000123179",358.277359744882,0.496343686363777,0.19425684350181,2.55508983578822,0.0106160395048692,0.0728822394071423,"EBPL","13","49660674","49691486","-1"
"ENSG00000125398",621.569105451774,-1.25104797167344,0.489726978198564,-2.55458250692122,0.010631522993733,0.0729257979986439,"SOX9","17","72121020","72126416","1"
"ENSG00000228526",560.097468064376,-0.616265619429179,0.241241737672852,-2.55455637724223,0.0106323210053889,0.0729257979986439,"MIR34AHG","1","9148011","9198906","-1"
"ENSG00000122641",840.208221404107,1.09283223150951,0.427904259359213,2.55391762901829,0.0106518452258187,0.0729359280127201,"INHBA","7","41667168","41705834","-1"
"ENSG00000176102",302.098950840766,-0.436171060179452,0.170785021246858,-2.55391870431656,0.0106518123310708,0.0729359280127201,"CSTF3","11","33077188","33162371","-1"
"ENSG00000197702",6061.76733314756,0.412816594679962,0.161616846946116,2.55429184816108,0.0106404028374135,0.0729359280127201,"PARVA","11","12377563","12530801","1"
"ENSG00000280798",251.440157192563,0.475875559520729,0.186335962325089,2.5538578467773,0.0106536741830816,0.0729359280127201,"LINC00294","11","33076149","33079454","1"
"ENSG00000135052",2050.6248786066,-0.356854345036817,0.139741909108179,-2.55366730935788,0.0106595052827552,0.0729418268253057,"GOLM1","9","86026146","86100173","-1"
"ENSG00000134853",17603.6038522412,0.595853161105768,0.233370046467147,2.55325467053738,0.0106721431779648,0.0729942765918768,"PDGFRA","4","54229280","54298245","1"
"ENSG00000100335",986.223144746689,0.205051905877048,0.08032479870389,2.5527845595101,0.0106865575103465,0.073058822141065,"MIEF1","22","39499432","39518132","1"
"ENSG00000078369",7422.89996482586,0.179495532199209,0.0703672682213992,2.55083843292674,0.0107464131028507,0.0733773740387424,"GNB1","1","1785285","1891117","-1"
"ENSG00000166454",1693.79948568109,-0.212823099037542,0.0834300772636182,-2.55091576105191,0.0107440291036819,0.0733773740387424,"ATMIN","16","81035842","81047350","1"
"ENSG00000173040",479.619461567532,0.311415132114014,0.122093895434085,2.5506200044386,0.0107531497177637,0.0733773740387424,"EVC2","4","5542772","5709548","-1"
"ENSG00000221926",124.072361888948,-0.658080411688231,0.258000794123563,-2.55069141908556,0.0107509467854202,0.0733773740387424,"TRIM16","17","15627960","15684311","-1"
"ENSG00000119630",870.636411970946,-1.1914911778476,0.467243305843213,-2.550044405018,0.0107709199287367,0.0734644808150542,"PGF","14","74941834","74955626","-1"
"ENSG00000166394",229.941318213366,0.429594818505298,0.168508696459396,2.54939256864297,0.0107910752862698,0.0735677673255311,"CYB5R2","11","7665100","7677222","-1"
"ENSG00000286785",25.491533015094,-0.908184849296565,0.356293917743299,-2.54897657262533,0.0108039557714167,0.0736213847784841,"LINC01622","6","958323","1101400","-1"
"ENSG00000152926",412.735701231478,-0.599522460591397,0.235245497033369,-2.54849707285303,0.0108188194777308,0.0736884604613145,"ZNF117","7","64971776","65006684","-1"
"ENSG00000117569",301.617863431012,-0.354153885803503,0.139032045248779,-2.54728242808909,0.0108565528471084,0.0738569144148124,"PTBP2","1","96721665","96823738","1"
"ENSG00000145632",541.950064099561,-1.03259838579426,0.405407858170531,-2.54706060818364,0.0108634563786835,0.0738569144148124,"PLK2","5","58453982","58460139","-1"
"ENSG00000171227",17.1226153028263,-2.13131676243748,0.836624784933841,-2.54751807598674,0.0108492232293289,0.0738569144148124,"TMEM37","2","119429901","119438504","1"
"ENSG00000172399",18.4689334325914,2.21126909634355,0.868224347713145,2.54688676051059,0.0108688696341054,0.0738569144148124,"MYOZ2","4","119135784","119187789","1"
"ENSG00000174370",60.9204526577496,-0.731383797577231,0.287185410944698,-2.54673033414664,0.0108737424751608,0.0738569144148124,"C11orf45","11","128899565","128906069","-1"
"ENSG00000279382",29.089916456753,-0.84167902311694,0.330466303792428,-2.54694355659817,0.0108671008582883,0.0738569144148124,"AC018665.1","17","76090308","76091669","1"
"ENSG00000058600",454.618861343088,0.242983641884737,0.095425169351544,2.54632654608755,0.0108863298620311,0.0738577924323369,"POLR3E","16","22297375","22335101","1"
"ENSG00000156113",778.059005561521,-0.620239749693655,0.243590260412311,-2.54624199113631,0.0108889673541066,0.0738577924323369,"KCNMA1","10","76869601","77638369","-1"
"ENSG00000159692",1321.1025242711,-0.267650908986388,0.105109862533146,-2.54639196109675,0.0108842897848219,0.0738577924323369,"CTBP1","4","1211448","1249953","-1"
